date,day_of_week,time_of_day,clinic,clinic_type,urban_rural,appointment_type,appointments,avg_appointment_duration,clinic_open_hours,appointment_lead_time,walk_ins,emergencies,staff_count,weather,transport_access_score,walk_in_policy,cancellation_rate,cancellations,no_shows,no_show_rate,staff_nurses,staff_doctors,triage_score_avg,power_outage,equipment_downtime,patients_served,avg_wait_time,efficiency_score,staff_per_patient,complaints_received
2025-01-20,Monday,Evening,Clinic_17,General,Urban,Routine,50,13.3,8,16,25,3,3,Cloudy,0.68,Open,0.06,3,6,0.12,1,2,2.95,0,0,69,38.58,19.14,0.04,13
2025-02-17,Monday,Afternoon,Clinic_6,Maternal,Rural,Urgent,111,12.9,10,26,5,5,7,Rain,0.7,Open,0.19,21,7,0.06,2,5,1.47,0,1,93,60.42,7.24,0.08,19
2025-06-05,Thursday,Afternoon,Clinic_5,General,Urban,Routine,63,20.5,10,21,10,5,8,Cloudy,0.86,Open,0.19,11,11,0.17,5,3,2.18,0,0,56,35.79,3.42,0.14,10
2025-04-02,Wednesday,Evening,Clinic_18,General,Rural,Urgent,42,18.4,8,22,10,3,3,Cloudy,0.38,Moderate,0.18,7,3,0.07,1,2,3.12,0,0,45,34.36,11.56,0.07,5
2025-06-05,Thursday,Morning,Clinic_10,Emergency,Rural,Follow-up,78,13.8,10,23,16,4,4,Clear,0.66,Strict,0.1,7,12,0.15,2,2,3.47,0,0,79,41.27,15.62,0.05,12
2025-01-15,Wednesday,Afternoon,Clinic_21,Emergency,Rural,Follow-up,96,27.1,9,18,5,3,6,Storm,0.69,Open,0.14,13,11,0.11,3,3,2.68,0,0,80,36.05,9.73,0.07,10
2025-05-22,Thursday,Afternoon,Clinic_9,Pediatric,Rural,Urgent,80,18.0,8,27,29,1,9,Clear,0.8,Moderate,0.12,9,7,0.09,8,1,3.32,0,0,94,39.72,6.47,0.1,11
2025-03-17,Monday,Evening,Clinic_23,General,Urban,Follow-up,119,29.3,8,25,10,0,6,Clear,0.86,Moderate,0.11,13,14,0.12,3,3,1.0,0,0,102,49.44,12.06,0.06,12
2025-01-31,Friday,Afternoon,Clinic_30,Chronic,Rural,Urgent,106,29.3,8,30,18,0,4,Rain,0.71,Moderate,0.07,7,9,0.08,2,2,1.72,0,0,108,41.33,22.87,0.04,15
2025-05-07,Wednesday,Evening,Clinic_6,General,Rural,Routine,31,23.1,8,2,11,5,7,Storm,0.82,Moderate,0.06,1,1,0.03,5,2,2.74,0,0,45,23.07,4.12,0.16,7
2025-02-06,Thursday,Evening,Clinic_27,Emergency,Rural,Follow-up,115,29.3,9,7,17,3,6,Rain,0.56,Moderate,0.11,12,11,0.1,1,5,1.6,1,0,112,75.48,11.12,0.05,19
2025-02-09,Sunday,Afternoon,Clinic_4,Emergency,Rural,Urgent,103,26.3,10,8,5,2,5,Cloudy,0.97,Open,0.09,9,5,0.05,1,4,2.2,0,0,96,48.9,14.31,0.05,16
2025-04-17,Thursday,Morning,Clinic_16,General,Rural,Routine,91,17.7,8,21,29,1,8,Rain,0.84,Moderate,0.19,17,8,0.09,4,4,2.26,0,1,96,55.69,6.43,0.08,19
2025-04-24,Thursday,Evening,Clinic_24,Pediatric,Urban,Urgent,75,28.6,9,10,21,4,3,Storm,0.37,Open,0.15,11,8,0.11,2,1,2.8,0,0,81,53.15,21.69,0.04,14
2025-05-08,Thursday,Afternoon,Clinic_7,Maternal,Urban,Routine,64,26.7,9,4,10,5,6,Clear,0.3,Strict,0.11,7,5,0.08,2,4,2.36,0,0,67,34.34,7.73,0.09,9
2025-04-30,Wednesday,Afternoon,Clinic_16,Emergency,Rural,Follow-up,116,13.7,10,8,26,3,3,Cloudy,0.38,Open,0.16,18,13,0.11,1,2,2.54,0,0,114,64.96,31.5,0.03,18
2025-05-18,Sunday,Evening,Clinic_25,Maternal,Rural,Routine,46,24.0,9,10,6,4,9,Clear,0.21,Strict,0.11,5,4,0.09,1,8,1.1,0,0,47,24.38,2.78,0.19,7
2025-04-14,Monday,Morning,Clinic_9,Chronic,Rural,Follow-up,78,13.7,9,6,23,0,8,Cloudy,0.76,Moderate,0.09,7,10,0.13,7,1,1.0,0,0,84,44.34,6.07,0.1,12
2025-04-02,Wednesday,Morning,Clinic_24,Pediatric,Urban,Urgent,76,18.6,9,6,17,2,10,Rain,0.84,Open,0.05,3,10,0.13,3,7,1.77,1,0,82,52.36,2.96,0.12,12
2025-04-03,Thursday,Evening,Clinic_18,Pediatric,Rural,Follow-up,49,15.0,10,1,20,0,5,Cloudy,0.28,Strict,0.1,4,3,0.06,2,3,3.84,1,0,62,48.75,7.53,0.08,12
2025-04-21,Monday,Afternoon,Clinic_12,Emergency,Rural,Follow-up,37,10.4,8,11,11,2,10,Rain,0.66,Open,0.17,6,6,0.16,2,8,2.85,0,0,38,15.35,2.26,0.26,5
2024-12-20,Friday,Afternoon,Clinic_29,General,Rural,Urgent,113,15.7,10,30,22,1,7,Rain,0.89,Open,0.08,9,18,0.16,6,1,2.46,0,0,109,48.41,10.73,0.06,17
2025-04-18,Friday,Afternoon,Clinic_11,Pediatric,Rural,Urgent,73,22.9,9,28,18,5,9,Cloudy,0.82,Moderate,0.17,12,10,0.14,2,7,3.33,0,0,74,38.59,4.36,0.12,9
2025-03-24,Monday,Afternoon,Clinic_24,General,Urban,Routine,105,17.9,8,2,21,3,9,Cloudy,0.64,Strict,0.05,5,15,0.14,1,8,1.7,0,0,109,45.01,7.61,0.08,12
2025-05-08,Thursday,Afternoon,Clinic_10,Maternal,Urban,Urgent,80,15.7,10,4,21,0,4,Rain,0.62,Strict,0.07,5,7,0.09,1,3,2.73,0,1,89,58.11,16.44,0.04,16
2025-03-31,Monday,Evening,Clinic_30,Pediatric,Rural,Routine,33,29.4,10,17,6,5,8,Rain,0.67,Moderate,0.17,5,8,0.24,3,5,2.82,0,0,31,18.18,2.06,0.26,7
2025-02-25,Tuesday,Morning,Clinic_26,General,Rural,Follow-up,110,17.3,9,4,28,5,9,Storm,0.21,Open,0.11,12,14,0.13,5,4,1.64,1,0,117,74.49,5.55,0.08,21
2025-04-03,Thursday,Morning,Clinic_25,Chronic,Rural,Urgent,47,14.6,8,17,16,2,10,Storm,0.35,Open,0.12,5,3,0.06,8,2,3.46,1,0,57,39.35,1.77,0.18,10
2025-02-28,Friday,Morning,Clinic_14,Maternal,Rural,Follow-up,85,23.0,10,25,17,1,5,Storm,0.53,Strict,0.15,12,7,0.08,4,1,2.51,0,0,84,35.02,13.3,0.06,8
2025-05-06,Tuesday,Afternoon,Clinic_7,Pediatric,Urban,Routine,53,11.0,10,0,9,2,4,Rain,0.98,Moderate,0.13,6,10,0.19,3,1,1.91,0,0,48,25.44,9.46,0.08,3
2025-01-28,Tuesday,Morning,Clinic_11,Chronic,Rural,Follow-up,64,30.0,9,22,9,5,10,Clear,0.46,Strict,0.15,9,4,0.06,4,6,1.57,0,0,65,34.41,3.06,0.15,12
2025-01-11,Saturday,Afternoon,Clinic_27,General,Urban,Urgent,37,15.0,9,7,13,3,4,Clear,0.36,Open,0.12,4,1,0.03,1,3,4.08,0,0,48,34.01,8.6,0.08,8
2025-04-18,Friday,Evening,Clinic_2,Emergency,Urban,Follow-up,42,19.6,9,6,21,5,6,Storm,0.91,Open,0.11,4,0,0.0,3,3,4.1,1,0,64,46.65,6.0,0.09,8
2025-01-01,Wednesday,Afternoon,Clinic_26,Maternal,Urban,Routine,57,21.6,10,15,8,1,9,Rain,0.5,Strict,0.08,4,8,0.14,3,6,4.21,0,0,54,26.52,3.35,0.17,9
2025-02-08,Saturday,Evening,Clinic_2,General,Rural,Urgent,61,13.1,10,25,10,3,4,Clear,0.3,Strict,0.14,8,7,0.11,2,2,3.1,1,1,59,73.59,7.39,0.07,18
2025-04-08,Tuesday,Afternoon,Clinic_12,Maternal,Rural,Routine,70,19.7,9,17,22,5,8,Storm,0.63,Moderate,0.16,11,7,0.1,4,4,2.46,0,0,79,34.73,6.4,0.1,9
2024-12-30,Monday,Evening,Clinic_6,General,Urban,Follow-up,54,15.9,9,17,23,1,8,Storm,0.56,Open,0.08,4,0,0.0,4,4,2.43,0,0,74,23.26,6.92,0.11,5
2025-02-22,Saturday,Evening,Clinic_3,Emergency,Rural,Routine,94,20.5,9,24,17,5,5,Rain,0.69,Moderate,0.18,16,9,0.1,3,2,3.47,0,0,91,53.79,12.82,0.05,12
2025-01-21,Tuesday,Morning,Clinic_6,General,Urban,Routine,82,19.7,8,1,25,2,4,Cloudy,0.73,Open,0.04,3,5,0.06,3,1,3.16,0,0,101,42.19,21.03,0.04,12
2025-06-06,Friday,Morning,Clinic_21,Chronic,Urban,Follow-up,109,26.0,8,11,27,4,7,Cloudy,0.86,Open,0.03,3,12,0.11,2,5,1.82,0,0,125,53.73,12.48,0.06,13
2025-02-09,Sunday,Evening,Clinic_4,General,Urban,Urgent,37,17.7,8,16,24,2,3,Rain,0.66,Strict,0.15,5,1,0.03,2,1,2.72,0,0,57,27.14,16.29,0.05,8
2025-01-02,Thursday,Afternoon,Clinic_29,General,Urban,Routine,101,21.0,10,10,28,4,9,Rain,0.63,Open,0.15,15,10,0.1,6,3,2.89,0,0,108,48.42,7.16,0.08,17
2025-05-26,Monday,Evening,Clinic_11,Emergency,Urban,Urgent,86,20.9,9,24,16,2,8,Storm,0.49,Moderate,0.17,14,8,0.09,4,4,2.2,0,0,82,36.41,6.61,0.1,12
2025-03-06,Thursday,Afternoon,Clinic_1,Pediatric,Urban,Routine,87,27.1,8,24,17,0,3,Storm,0.94,Open,0.2,17,8,0.09,1,2,2.53,0,1,79,55.09,20.82,0.04,14
2025-06-05,Thursday,Afternoon,Clinic_29,Emergency,Urban,Routine,101,15.1,9,2,23,4,5,Cloudy,0.66,Strict,0.04,4,5,0.05,4,1,3.72,0,0,119,46.58,19.14,0.04,12
2025-01-26,Sunday,Evening,Clinic_26,Emergency,Rural,Routine,39,25.6,9,11,28,2,10,Cloudy,0.53,Strict,0.05,1,1,0.03,2,8,3.13,0,0,67,22.23,4.48,0.15,8
2025-02-21,Friday,Afternoon,Clinic_18,Emergency,Urban,Follow-up,59,20.0,8,4,28,5,3,Clear,0.74,Moderate,0.13,7,3,0.05,2,1,2.7,0,0,82,44.02,22.93,0.04,16
2025-02-01,Saturday,Afternoon,Clinic_3,Chronic,Urban,Urgent,87,18.0,8,12,29,4,4,Cloudy,0.82,Strict,0.06,5,5,0.06,2,2,2.72,0,0,110,56.77,21.82,0.04,16
2025-05-28,Wednesday,Evening,Clinic_17,Maternal,Urban,Routine,47,15.3,9,10,20,4,6,Clear,0.29,Moderate,0.11,5,4,0.09,5,1,2.41,0,0,62,33.32,7.0,0.1,8
2025-05-14,Wednesday,Morning,Clinic_12,Emergency,Rural,Urgent,84,12.9,8,29,16,2,6,Rain,0.36,Moderate,0.08,6,11,0.13,5,1,4.05,0,0,85,36.41,10.53,0.07,8
2025-04-02,Wednesday,Morning,Clinic_28,Pediatric,Urban,Follow-up,49,23.9,8,9,29,5,4,Cloudy,0.58,Moderate,0.04,1,4,0.08,1,3,4.31,0,0,78,39.68,15.53,0.05,13
2025-05-09,Friday,Evening,Clinic_24,Maternal,Urban,Follow-up,56,21.7,10,16,28,4,6,Clear,0.4,Strict,0.06,3,10,0.18,5,1,2.11,0,0,75,42.64,8.24,0.08,14
2025-05-06,Tuesday,Evening,Clinic_9,Pediatric,Urban,Routine,66,15.8,10,12,11,5,7,Rain,0.98,Open,0.03,1,5,0.08,6,1,2.36,1,0,76,50.89,5.77,0.09,11
2025-04-27,Sunday,Afternoon,Clinic_18,General,Urban,Routine,120,28.4,9,10,8,2,10,Cloudy,0.51,Strict,0.18,21,10,0.08,9,1,1.64,0,0,99,38.17,6.08,0.1,12
2025-04-17,Thursday,Evening,Clinic_9,General,Rural,Follow-up,32,27.8,8,30,16,5,8,Storm,0.38,Moderate,0.08,2,3,0.09,3,5,1.41,0,1,48,40.75,1.92,0.17,11
2025-05-18,Sunday,Evening,Clinic_22,Maternal,Rural,Routine,80,21.5,9,9,26,1,4,Storm,0.56,Strict,0.15,12,2,0.03,3,1,2.76,1,0,93,71.64,16.09,0.04,15
2025-03-15,Saturday,Morning,Clinic_14,Maternal,Urban,Follow-up,56,11.4,10,30,25,1,6,Clear,0.35,Strict,0.18,10,10,0.18,3,3,2.79,0,1,62,45.27,5.81,0.1,11
2025-05-17,Saturday,Evening,Clinic_30,Pediatric,Urban,Routine,33,12.1,8,0,29,2,9,Storm,0.68,Open,0.19,6,4,0.12,5,4,2.55,0,1,54,42.09,1.79,0.17,8
2025-03-16,Sunday,Morning,Clinic_17,Emergency,Rural,Urgent,59,23.0,8,27,24,1,6,Cloudy,0.59,Strict,0.14,8,6,0.1,3,3,1.51,0,0,70,33.64,8.3,0.09,7
2025-03-24,Monday,Morning,Clinic_24,Maternal,Urban,Routine,50,13.5,9,27,11,1,3,Cloudy,0.75,Moderate,0.09,4,2,0.04,1,2,3.37,1,1,56,71.46,11.52,0.05,18
2025-03-03,Monday,Evening,Clinic_19,Emergency,Urban,Urgent,61,12.2,9,26,18,3,3,Clear,0.9,Strict,0.13,7,2,0.03,2,1,2.28,0,0,73,46.87,19.65,0.04,12
2024-12-24,Tuesday,Afternoon,Clinic_25,Pediatric,Rural,Routine,96,18.4,10,29,22,3,3,Clear,0.75,Strict,0.12,11,16,0.17,1,2,2.78,0,0,94,54.26,25.91,0.03,15
2025-04-29,Tuesday,Evening,Clinic_18,Maternal,Rural,Follow-up,89,16.5,8,5,25,3,4,Cloudy,0.67,Open,0.15,13,9,0.1,1,3,2.39,0,0,95,54.24,18.33,0.04,17
2025-04-12,Saturday,Evening,Clinic_24,General,Urban,Routine,55,24.1,10,11,19,0,7,Clear,0.62,Moderate,0.08,4,3,0.05,6,1,1.57,1,0,67,37.82,5.79,0.1,11
2025-03-11,Tuesday,Evening,Clinic_28,Maternal,Urban,Routine,95,13.6,10,1,24,1,9,Cloudy,0.45,Open,0.12,11,6,0.06,1,8,1.0,0,1,103,55.94,5.85,0.09,20
2025-04-28,Monday,Afternoon,Clinic_1,Chronic,Rural,Follow-up,87,20.9,8,19,14,5,5,Cloudy,0.39,Open,0.04,3,8,0.09,2,3,3.09,1,0,95,66.01,12.4,0.05,17
2025-05-21,Wednesday,Evening,Clinic_21,Emergency,Urban,Routine,114,13.7,8,20,20,3,9,Storm,0.23,Strict,0.1,11,14,0.12,1,8,2.3,0,0,112,47.04,7.74,0.08,15
2025-03-28,Friday,Morning,Clinic_6,Pediatric,Urban,Follow-up,115,25.0,9,29,23,4,7,Clear,0.27,Moderate,0.08,9,9,0.08,1,6,3.19,0,0,124,52.13,12.5,0.06,14
2025-04-07,Monday,Morning,Clinic_23,Pediatric,Rural,Urgent,71,18.3,8,22,16,3,4,Rain,0.69,Strict,0.16,11,8,0.11,3,1,1.87,0,0,71,40.94,13.66,0.06,11
2024-12-24,Tuesday,Evening,Clinic_10,Chronic,Rural,Follow-up,103,20.5,10,11,28,5,4,Rain,0.69,Moderate,0.11,11,13,0.13,3,1,2.83,0,0,112,59.27,22.07,0.04,18
2025-02-17,Monday,Afternoon,Clinic_7,General,Urban,Routine,96,19.3,8,23,28,5,10,Rain,0.84,Moderate,0.11,10,13,0.14,3,7,2.89,0,0,106,45.35,6.06,0.09,11
2025-04-09,Wednesday,Evening,Clinic_10,Pediatric,Urban,Follow-up,82,16.0,10,10,6,2,8,Clear,0.29,Moderate,0.12,9,5,0.06,6,2,2.29,0,0,76,26.55,6.84,0.11,9
2025-04-23,Wednesday,Evening,Clinic_16,Chronic,Urban,Urgent,73,12.7,8,20,17,5,3,Cloudy,0.91,Open,0.17,12,7,0.1,1,2,2.87,0,0,76,46.55,20.68,0.04,13
2024-12-24,Tuesday,Evening,Clinic_18,General,Urban,Urgent,72,23.7,9,2,19,3,3,Rain,0.42,Strict,0.17,12,7,0.1,2,1,1.12,0,0,75,39.9,21.01,0.04,11
2025-03-06,Thursday,Afternoon,Clinic_23,Pediatric,Urban,Follow-up,73,18.3,9,28,17,5,5,Rain,0.5,Moderate,0.12,8,3,0.04,4,1,2.92,0,0,84,50.55,11.75,0.06,16
2025-02-23,Sunday,Afternoon,Clinic_17,General,Rural,Urgent,57,13.1,9,29,21,2,5,Cloudy,0.79,Open,0.04,2,5,0.09,1,4,3.54,0,1,73,51.34,9.47,0.07,12
2025-04-11,Friday,Evening,Clinic_5,Maternal,Urban,Follow-up,69,17.8,10,3,29,2,5,Clear,0.45,Strict,0.16,11,5,0.07,1,4,2.29,0,1,84,56.26,11.17,0.06,15
2025-04-16,Wednesday,Evening,Clinic_10,General,Rural,Urgent,117,27.8,9,6,24,0,8,Rain,0.43,Open,0.1,11,12,0.1,1,7,2.5,0,0,118,48.28,9.92,0.07,17
2025-04-17,Thursday,Evening,Clinic_18,Emergency,Urban,Routine,70,20.9,10,10,29,3,4,Storm,0.31,Open,0.07,4,9,0.13,1,3,1.46,0,0,89,34.23,18.83,0.04,12
2025-02-12,Wednesday,Morning,Clinic_16,General,Urban,Follow-up,66,11.1,9,12,23,1,5,Rain,0.76,Open,0.03,1,2,0.03,3,2,2.34,0,0,87,31.95,14.2,0.06,6
2025-04-09,Wednesday,Evening,Clinic_26,Emergency,Urban,Follow-up,110,21.4,8,26,27,5,10,Cloudy,0.28,Moderate,0.13,14,12,0.11,5,5,3.03,0,0,116,46.12,6.99,0.09,9
2024-12-12,Thursday,Afternoon,Clinic_30,Pediatric,Rural,Routine,117,24.0,10,10,25,5,10,Storm,0.56,Strict,0.1,11,10,0.09,4,6,2.77,0,1,126,57.71,6.83,0.08,17
2025-05-17,Saturday,Evening,Clinic_19,Maternal,Urban,Follow-up,38,26.4,8,10,20,0,8,Clear,0.83,Open,0.11,4,3,0.08,7,1,2.91,0,0,51,21.0,4.28,0.16,4
2025-04-10,Thursday,Afternoon,Clinic_3,Pediatric,Urban,Urgent,89,21.8,9,18,17,4,9,Storm,0.64,Strict,0.06,5,12,0.13,4,5,2.39,0,1,93,53.06,5.03,0.1,13
2024-12-25,Wednesday,Evening,Clinic_20,Chronic,Rural,Urgent,52,12.0,9,5,26,5,4,Storm,0.96,Strict,0.15,7,3,0.06,3,1,1.88,0,0,73,42.24,14.03,0.05,14
2025-02-10,Monday,Evening,Clinic_29,General,Urban,Urgent,106,13.0,10,9,8,5,9,Cloudy,0.69,Moderate,0.08,8,6,0.06,1,8,1.37,0,0,105,47.66,6.9,0.09,14
2025-05-18,Sunday,Afternoon,Clinic_23,Pediatric,Urban,Urgent,55,10.2,10,12,11,5,8,Rain,0.88,Strict,0.07,3,3,0.05,7,1,3.23,1,0,65,45.47,3.58,0.12,15
2025-06-03,Tuesday,Morning,Clinic_8,Chronic,Rural,Urgent,77,16.4,9,12,22,0,3,Cloudy,0.55,Strict,0.15,11,9,0.12,2,1,2.16,0,0,79,53.89,20.94,0.04,13
2025-05-24,Saturday,Afternoon,Clinic_5,Pediatric,Urban,Routine,114,10.2,10,0,10,3,5,Rain,0.78,Moderate,0.05,5,13,0.11,4,1,2.71,0,0,109,55.21,16.28,0.05,19
2025-02-19,Wednesday,Evening,Clinic_20,Chronic,Urban,Follow-up,114,20.2,10,26,18,1,4,Cloudy,0.51,Strict,0.04,4,11,0.1,2,2,1.97,0,1,118,69.0,22.6,0.03,18
2024-12-31,Tuesday,Evening,Clinic_19,Pediatric,Urban,Routine,53,21.4,10,11,18,4,3,Clear,0.66,Open,0.12,6,11,0.21,1,2,2.6,0,0,58,38.07,15.53,0.05,10
2025-05-25,Sunday,Morning,Clinic_16,General,Rural,Urgent,40,11.1,9,17,9,5,7,Clear,0.58,Open,0.1,4,0,0.0,1,6,1.82,0,0,50,31.0,4.04,0.14,6
2025-02-07,Friday,Evening,Clinic_30,Emergency,Rural,Urgent,90,25.7,9,1,23,5,8,Cloudy,0.66,Open,0.1,9,5,0.06,7,1,2.88,0,0,104,50.93,7.91,0.08,16
2025-01-12,Sunday,Afternoon,Clinic_9,Maternal,Rural,Follow-up,36,27.2,8,23,26,2,3,Clear,0.68,Open,0.07,2,6,0.17,1,2,1.97,0,0,56,28.69,15.8,0.05,10
2025-03-18,Tuesday,Morning,Clinic_26,Emergency,Urban,Follow-up,49,29.7,8,19,26,3,8,Rain,0.87,Moderate,0.17,8,3,0.06,3,5,2.32,0,0,67,37.84,4.59,0.12,11
2025-04-21,Monday,Afternoon,Clinic_2,Pediatric,Urban,Routine,79,13.4,9,15,12,5,10,Storm,0.58,Open,0.15,11,9,0.11,3,7,4.02,0,0,76,28.98,4.7,0.13,11
2025-01-04,Saturday,Afternoon,Clinic_30,Chronic,Rural,Urgent,59,16.3,10,21,17,5,9,Clear,0.28,Open,0.11,6,6,0.1,3,6,2.69,0,0,69,38.34,3.83,0.13,11
2025-06-07,Saturday,Evening,Clinic_13,Chronic,Urban,Urgent,111,23.4,8,16,16,3,7,Storm,0.74,Strict,0.08,8,12,0.11,3,4,3.25,0,0,110,44.98,11.22,0.06,12
2025-01-04,Saturday,Evening,Clinic_15,Pediatric,Urban,Urgent,70,15.7,8,1,22,0,3,Clear,0.7,Strict,0.17,11,3,0.04,1,2,1.12,0,0,78,51.28,20.87,0.04,11
2024-12-31,Tuesday,Afternoon,Clinic_22,Emergency,Urban,Routine,106,23.9,9,9,26,1,4,Cloudy,0.73,Strict,0.15,15,9,0.08,1,3,2.31,0,0,109,54.84,21.77,0.04,17
2025-01-13,Monday,Afternoon,Clinic_25,General,Rural,Follow-up,111,16.7,8,8,19,2,9,Storm,0.34,Strict,0.14,15,13,0.12,6,3,2.09,0,0,104,41.96,7.36,0.09,14
2024-12-25,Wednesday,Afternoon,Clinic_7,Emergency,Urban,Follow-up,92,24.3,8,1,11,4,9,Clear,0.26,Open,0.05,4,8,0.09,8,1,3.63,0,0,95,38.55,6.7,0.09,13
2025-01-13,Monday,Morning,Clinic_22,Chronic,Rural,Routine,62,24.0,9,18,29,3,3,Clear,0.61,Moderate,0.18,11,8,0.13,1,2,3.32,0,0,75,47.51,20.25,0.04,10
2025-04-15,Tuesday,Afternoon,Clinic_4,Emergency,Rural,Follow-up,91,23.6,9,1,18,3,4,Clear,0.49,Moderate,0.12,10,10,0.11,1,3,2.04,0,0,92,45.16,18.48,0.04,14
2024-12-16,Monday,Afternoon,Clinic_23,Chronic,Urban,Urgent,40,23.8,9,2,19,2,6,Cloudy,0.79,Strict,0.05,2,7,0.17,1,5,2.51,1,0,52,49.04,3.76,0.12,15
2025-02-05,Wednesday,Afternoon,Clinic_18,Chronic,Urban,Routine,34,16.8,9,25,11,0,6,Clear,0.52,Strict,0.11,3,4,0.12,1,5,4.32,0,0,38,21.53,4.18,0.16,2
2025-03-12,Wednesday,Morning,Clinic_2,Maternal,Rural,Urgent,113,10.4,10,1,26,4,10,Rain,0.76,Strict,0.19,21,13,0.12,9,1,2.77,0,0,109,54.35,5.46,0.09,17
2025-05-17,Saturday,Evening,Clinic_3,General,Urban,Follow-up,31,21.9,10,7,10,5,3,Clear,0.84,Moderate,0.18,5,2,0.06,1,2,1.64,0,0,39,29.75,10.03,0.08,5
2025-03-14,Friday,Morning,Clinic_25,General,Urban,Follow-up,73,11.3,9,4,30,5,9,Cloudy,0.33,Moderate,0.08,5,5,0.07,3,6,2.91,0,1,98,64.75,4.41,0.09,17
2025-05-18,Sunday,Evening,Clinic_20,Chronic,Urban,Routine,100,27.6,8,0,10,3,6,Clear,0.34,Strict,0.19,19,6,0.06,1,5,2.81,0,0,88,48.48,9.82,0.07,13
2025-02-25,Tuesday,Evening,Clinic_9,Emergency,Rural,Follow-up,120,14.8,8,19,25,4,7,Clear,0.68,Open,0.09,10,11,0.09,4,3,2.51,0,0,128,51.58,13.13,0.05,17
2025-05-24,Saturday,Evening,Clinic_4,Emergency,Rural,Urgent,93,20.2,9,24,24,0,7,Rain,0.42,Strict,0.08,7,8,0.09,1,6,2.79,0,0,102,36.46,10.93,0.07,11
2025-01-01,Wednesday,Evening,Clinic_12,Pediatric,Urban,Follow-up,44,15.0,10,25,30,1,10,Cloudy,0.23,Open,0.11,4,6,0.14,3,7,2.24,0,0,65,33.33,3.17,0.15,8
2024-12-08,Sunday,Morning,Clinic_24,Chronic,Rural,Follow-up,36,14.0,10,28,22,1,5,Storm,0.38,Strict,0.16,5,4,0.11,4,1,3.15,0,0,50,21.21,7.88,0.1,2
2025-01-06,Monday,Afternoon,Clinic_19,Chronic,Urban,Follow-up,71,12.9,10,14,12,0,6,Rain,0.51,Strict,0.15,10,2,0.03,2,4,3.38,0,0,71,27.54,9.08,0.08,14
2025-05-07,Wednesday,Evening,Clinic_2,Pediatric,Urban,Routine,88,27.0,9,13,28,1,8,Rain,0.81,Strict,0.2,17,7,0.08,2,6,2.63,0,0,93,48.61,6.76,0.09,18
2025-04-07,Monday,Afternoon,Clinic_28,Maternal,Rural,Follow-up,67,15.6,10,13,24,1,5,Rain,0.4,Moderate,0.12,8,12,0.18,2,3,3.35,0,1,72,58.72,8.53,0.07,16
2025-02-28,Friday,Afternoon,Clinic_24,Emergency,Urban,Follow-up,104,20.6,9,25,12,4,5,Clear,0.56,Strict,0.18,18,12,0.12,1,4,2.11,0,0,90,44.11,13.59,0.06,14
2025-01-11,Saturday,Morning,Clinic_1,Chronic,Rural,Routine,40,24.1,10,23,22,0,9,Clear,0.98,Moderate,0.19,7,3,0.07,3,6,2.18,0,0,52,23.48,3.43,0.17,8
2024-12-12,Thursday,Morning,Clinic_28,General,Rural,Urgent,47,16.7,8,9,27,3,5,Cloudy,0.8,Open,0.16,7,4,0.09,3,2,3.53,0,0,66,31.39,10.06,0.08,8
2025-03-05,Wednesday,Morning,Clinic_17,Pediatric,Urban,Routine,108,17.7,9,19,22,4,6,Clear,0.49,Strict,0.16,17,8,0.07,1,5,1.19,0,0,109,51.99,12.97,0.06,15
2025-03-29,Saturday,Evening,Clinic_4,Chronic,Urban,Urgent,112,25.2,9,11,22,5,4,Storm,0.6,Moderate,0.12,13,15,0.13,1,3,2.94,0,0,111,53.98,22.35,0.04,20
2025-04-12,Saturday,Afternoon,Clinic_23,Emergency,Rural,Follow-up,65,22.4,10,30,6,0,8,Clear,0.35,Moderate,0.08,5,10,0.15,4,4,2.91,0,0,56,20.37,4.96,0.14,5
2025-05-21,Wednesday,Evening,Clinic_5,Chronic,Urban,Routine,41,20.4,10,0,7,3,5,Storm,0.53,Open,0.07,2,2,0.05,1,4,3.26,0,0,47,34.72,5.93,0.11,12
2025-01-26,Sunday,Morning,Clinic_1,Maternal,Rural,Follow-up,99,21.6,10,20,9,3,8,Storm,0.59,Open,0.1,9,8,0.08,6,2,1.72,0,0,94,38.4,7.91,0.09,9
2025-02-11,Tuesday,Afternoon,Clinic_8,Chronic,Rural,Follow-up,119,25.4,8,4,21,4,10,Storm,0.43,Strict,0.1,11,12,0.1,3,7,2.4,0,0,121,44.87,7.61,0.08,11
2025-05-04,Sunday,Evening,Clinic_26,Maternal,Urban,Routine,109,12.3,9,18,10,5,7,Rain,0.55,Moderate,0.05,5,12,0.11,2,5,2.13,0,0,107,40.35,11.25,0.07,7
2025-05-22,Thursday,Morning,Clinic_18,Pediatric,Urban,Routine,53,18.1,9,24,11,4,3,Rain,0.96,Moderate,0.14,7,5,0.09,2,1,3.74,0,0,56,44.71,14.2,0.05,10
2025-04-30,Wednesday,Evening,Clinic_22,Maternal,Rural,Follow-up,49,23.8,10,15,5,5,8,Clear,0.31,Open,0.14,6,3,0.06,3,5,2.83,0,0,50,18.71,4.38,0.16,6
2025-03-10,Monday,Morning,Clinic_20,Maternal,Urban,Follow-up,44,13.9,8,17,14,0,9,Cloudy,0.74,Strict,0.13,5,6,0.14,4,5,3.36,0,0,47,16.7,3.55,0.19,5
